Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RP","Pesticides Use","178","Congo","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","2854","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","184","Cook Islands","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","15","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","184","Cook Islands","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","15","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","184","Cook Islands","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","15","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","184","Cook Islands","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","15","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","188","Costa Rica","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","11842","A","Official figure","Official figure"
"RP","Pesticides Use","188","Costa Rica","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","9172","A","Official figure","Official figure"
"RP","Pesticides Use","188","Costa Rica","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","9128","A","Official figure","Official figure"
"RP","Pesticides Use","188","Costa Rica","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","9451","A","Official figure","Official figure"
"RP","Pesticides Use","384","Côte d'Ivoire","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","89","A","Official figure","Official figure"
"RP","Pesticides Use","384","Côte d'Ivoire","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","23","A","Official figure","Official figure"
"RP","Pesticides Use","384","Côte d'Ivoire","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","23","E","Estimated value","Estimated Value"
"RP","Pesticides Use","384","Côte d'Ivoire","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","23","E","Estimated value","Estimated Value"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","1655","X","Figure from external organization","Taken from Eurostat sales database"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","1470","X","Figure from external organization","Taken from Eurostat sales database"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","1508","A","Official figure","Taken from Eurostat sales database"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","1224","A","Official figure","Taken from Eurostat sales database"
"RP","Pesticides Use","192","Cuba","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","1325","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","192","Cuba","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","957","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","192","Cuba","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","778","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","192","Cuba","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","788","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","1191","X","Figure from external organization","Taken from Eurostat sales database"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","1104","X","Figure from external organization","Taken from Eurostat sales database"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","1010","A","Official figure","Taken from Eurostat sales database"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","825","A","Official figure","Taken from Eurostat sales database"
"RP","Pesticides Use","203","Czechia","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","4360","X","Figure from external organization","Taken from Eurostat sales database"
"RP","Pesticides Use","203","Czechia","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","4480","X","Figure from external organization","Taken from Eurostat sales database"
"RP","Pesticides Use","203","Czechia","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","5543","A","Official figure","Taken from Eurostat sales database"
"RP","Pesticides Use","203","Czechia","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","4573","A","Official figure","Taken from Eurostat sales database"
"RP","Pesticides Use","180","Democratic Republic of the Congo","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","962","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","180","Democratic Republic of the Congo","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","953","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","180","Democratic Republic of the Congo","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","1369","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","180","Democratic Republic of the Congo","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","1626","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","208","Denmark","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","3167","X","Figure from external organization","Taken from Eurostat sales database"
"RP","Pesticides Use","208","Denmark","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","2975","X","Figure from external organization","Taken from Eurostat sales database"
"RP","Pesticides Use","208","Denmark","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","3257","A","Official figure","Taken from Eurostat sales database"
"RP","Pesticides Use","208","Denmark","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","3314","A","Official figure","Taken from Eurostat sales database"
"RP","Pesticides Use","262","Djibouti","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","51","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","262","Djibouti","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","44","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","262","Djibouti","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","107","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","262","Djibouti","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","133","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","214","Dominican Republic","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","4072","I","Value imputed by a receiving agency","Imputed value"
"RP","Pesticides Use","214","Dominican Republic","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","2574","E","Estimated value","Estimated Value"
"RP","Pesticides Use","214","Dominican Republic","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","1984","E","Estimated value","Estimated Value"
"RP","Pesticides Use","214","Dominican Republic","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","1984","E","Estimated value","Estimated Value"
"RP","Pesticides Use","218","Ecuador","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","28018","A","Official figure","Official figure"
"RP","Pesticides Use","218","Ecuador","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","33448","A","Official figure","Official figure"
"RP","Pesticides Use","218","Ecuador","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","31534","A","Official figure","Official figure"
"RP","Pesticides Use","218","Ecuador","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","35220","A","Official figure","Official figure"
"RP","Pesticides Use","818","Egypt","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","11748","I","Value imputed by a receiving agency","Imputed value"
"RP","Pesticides Use","818","Egypt","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","10545","I","Value imputed by a receiving agency","Imputed value"
"RP","Pesticides Use","818","Egypt","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","9469","E","Estimated value","Estimated Value"
"RP","Pesticides Use","818","Egypt","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","11635","E","Estimated value","Estimated Value"
"RP","Pesticides Use","222","El Salvador","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","3102","E","Estimated value","Estimated Value"
"RP","Pesticides Use","222","El Salvador","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","3835","E","Estimated value","Estimated Value"
"RP","Pesticides Use","222","El Salvador","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","1542","E","Estimated value","Estimated Value"
"RP","Pesticides Use","222","El Salvador","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","2787","E","Estimated value","Estimated Value"
"RP","Pesticides Use","226","Equatorial Guinea","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","80","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","226","Equatorial Guinea","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","78","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","226","Equatorial Guinea","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","77","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","226","Equatorial Guinea","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","78","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","232","Eritrea","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","28","I","Value imputed by a receiving agency","Imputed value"
"RP","Pesticides Use","232","Eritrea","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","28","I","Value imputed by a receiving agency","Imputed value"
"RP","Pesticides Use","232","Eritrea","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","28","E","Estimated value","Estimated Value"
"RP","Pesticides Use","232","Eritrea","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","28","E","Estimated value","Estimated Value"
"RP","Pesticides Use","233","Estonia","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","767","A","Official figure","Official figure"
"RP","Pesticides Use","233","Estonia","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","886","A","Official figure","Official figure"
"RP","Pesticides Use","233","Estonia","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","777","A","Official figure","Taken from Eurostat sales database"
"RP","Pesticides Use","233","Estonia","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","709","E","Estimated value","Estimated Value"
"RP","Pesticides Use","748","Eswatini","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","1239","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","748","Eswatini","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","1282","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","748","Eswatini","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","1273","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","748","Eswatini","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","1211","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","231","Ethiopia","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","4128","I","Value imputed by a receiving agency","Imputed value"
"RP","Pesticides Use","231","Ethiopia","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","4128","I","Value imputed by a receiving agency","Imputed value"
"RP","Pesticides Use","231","Ethiopia","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","4128","E","Estimated value","Estimated Value"
"RP","Pesticides Use","231","Ethiopia","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","4128","E","Estimated value","Estimated Value"
"RP","Pesticides Use","238","Falkland Islands (Malvinas)","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","0","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","238","Falkland Islands (Malvinas)","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","0","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","238","Falkland Islands (Malvinas)","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","0","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","238","Falkland Islands (Malvinas)","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","0","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","234","Faroe Islands","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","23","A","Official figure","Official figure"
"RP","Pesticides Use","234","Faroe Islands","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","23","I","Value imputed by a receiving agency","Imputed value"
"RP","Pesticides Use","234","Faroe Islands","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","23","E","Estimated value","Estimated Value"
"RP","Pesticides Use","234","Faroe Islands","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","23","E","Estimated value","Estimated Value"
"RP","Pesticides Use","242","Fiji","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","612","I","Value imputed by a receiving agency","Imputed value"
"RP","Pesticides Use","242","Fiji","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","612","I","Value imputed by a receiving agency","Imputed value"
"RP","Pesticides Use","242","Fiji","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","612","E","Estimated value","Estimated Value"
"RP","Pesticides Use","242","Fiji","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","612","E","Estimated value","Estimated Value"
"RP","Pesticides Use","246","Finland","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","4917","X","Figure from external organization","Taken from Eurostat sales database"
"RP","Pesticides Use","246","Finland","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","4100","X","Figure from external organization","Taken from Eurostat sales database"
"RP","Pesticides Use","246","Finland","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","3327","A","Official figure","Taken from Eurostat sales database"
"RP","Pesticides Use","246","Finland","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","3251","A","Official figure","Taken from Eurostat sales database"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","64789","X","Figure from external organization","Taken from Eurostat sales database"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","70100","X","Figure from external organization","Taken from Eurostat sales database"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","67872","A","Official figure","Taken from Eurostat sales database"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","65415","A","Official figure","Taken from Eurostat sales database"
"RP","Pesticides Use","258","French Polynesia","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","673","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","258","French Polynesia","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","668","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","258","French Polynesia","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","519","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","258","French Polynesia","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","287","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","266","Gabon","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","1059","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","266","Gabon","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","1130","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","266","Gabon","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","1027","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","266","Gabon","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","958","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","270","Gambia","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","418","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","270","Gambia","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","389","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","270","Gambia","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","432","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","270","Gambia","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","556","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","268","Georgia","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","2863","A","Official figure","Official figure"
"RP","Pesticides Use","268","Georgia","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","2501","A","Official figure","Official figure"
"RP","Pesticides Use","268","Georgia","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","2727","A","Official figure","Official figure"
"RP","Pesticides Use","268","Georgia","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","2938","E","Estimated value","Estimated Value"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","47974","X","Figure from external organization","Taken from Eurostat sales database"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","48712","X","Figure from external organization","Taken from Eurostat sales database"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","48169","A","Official figure","Taken from Eurostat sales database"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","40494","A","Official figure","Taken from Eurostat sales database"
"RP","Pesticides Use","288","Ghana","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","9689","I","Value imputed by a receiving agency","Imputed value"
"RP","Pesticides Use","288","Ghana","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","9689","I","Value imputed by a receiving agency","Imputed value"
"RP","Pesticides Use","288","Ghana","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","9689","E","Estimated value","Estimated Value"
"RP","Pesticides Use","288","Ghana","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","9689","E","Estimated value","Estimated Value"
"RP","Pesticides Use","300","Greece","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","4901","X","Figure from external organization","Taken from Eurostat sales database"
"RP","Pesticides Use","300","Greece","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","4712","X","Figure from external organization","Taken from Eurostat sales database"
"RP","Pesticides Use","300","Greece","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","3988","A","Official figure","Taken from Eurostat sales database"
"RP","Pesticides Use","300","Greece","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","4217","A","Official figure","Taken from Eurostat sales database"
"RP","Pesticides Use","304","Greenland","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","9","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","304","Greenland","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","9","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","304","Greenland","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","9","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","304","Greenland","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","9","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","308","Grenada","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","110","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","308","Grenada","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","117","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","308","Grenada","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","123","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","308","Grenada","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","129","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","316","Guam","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","96","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","316","Guam","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","59","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","316","Guam","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","30","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","316","Guam","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","9","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","320","Guatemala","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","14242","I","Value imputed by a receiving agency","Imputed value"
"RP","Pesticides Use","320","Guatemala","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","13228","I","Value imputed by a receiving agency","Imputed value"
"RP","Pesticides Use","320","Guatemala","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","14175","E","Estimated value","Estimated Value"
"RP","Pesticides Use","320","Guatemala","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","12982","E","Estimated value","Estimated Value"
"RP","Pesticides Use","324","Guinea","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","111","I","Value imputed by a receiving agency","Imputed value"
"RP","Pesticides Use","324","Guinea","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","111","I","Value imputed by a receiving agency","Imputed value"
"RP","Pesticides Use","324","Guinea","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","111","E","Estimated value","Estimated Value"
"RP","Pesticides Use","324","Guinea","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","111","E","Estimated value","Estimated Value"
"RP","Pesticides Use","624","Guinea-Bissau","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","82","I","Value imputed by a receiving agency","Imputed value"
"RP","Pesticides Use","624","Guinea-Bissau","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","82","I","Value imputed by a receiving agency","Imputed value"
"RP","Pesticides Use","624","Guinea-Bissau","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","82","E","Estimated value","Estimated Value"
"RP","Pesticides Use","624","Guinea-Bissau","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","82","E","Estimated value","Estimated Value"
"RP","Pesticides Use","328","Guyana","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","393","E","Estimated value","Estimated Value"
"RP","Pesticides Use","328","Guyana","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","419","E","Estimated value","Estimated Value"
"RP","Pesticides Use","328","Guyana","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","454","E","Estimated value","Estimated Value"
"RP","Pesticides Use","328","Guyana","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","458","E","Estimated value","Estimated Value"
"RP","Pesticides Use","332","Haiti","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","775","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","332","Haiti","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","865","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","332","Haiti","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","1066","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","332","Haiti","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","1126","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","336","Holy See","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","2","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","336","Holy See","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","2","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","336","Holy See","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","2","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","336","Holy See","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","2","E","Estimated value","Estimated using net trade"
"RP","Pesticides Use","340","Honduras","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","11722","X","Figure from external organization","Figure from international organizations"
"RP","Pesticides Use","340","Honduras","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","10533","X","Figure from external organization","Figure from international organizations"
"RP","Pesticides Use","340","Honduras","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","10109","E","Estimated value","Estimated Value"
"RP","Pesticides Use","340","Honduras","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","9684","E","Estimated value","Estimated Value"
"RP","Pesticides Use","348","Hungary","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","8679","X","Figure from external organization","Taken from Eurostat sales database"
"RP","Pesticides Use","348","Hungary","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","8879","X","Figure from external organization","Taken from Eurostat sales database"
"RP","Pesticides Use","348","Hungary","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","8578","A","Official figure","Taken from Eurostat sales database"
"RP","Pesticides Use","348","Hungary","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","6443","A","Official figure","Taken from Eurostat sales database"
"RP","Pesticides Use","352","Iceland","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","1","X","Figure from external organization","Taken from Eurostat sales database"
"RP","Pesticides Use","352","Iceland","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","1","X","Figure from external organization","Taken from Eurostat sales database"
"RP","Pesticides Use","352","Iceland","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","2","A","Official figure","Taken from Eurostat sales database"
"RP","Pesticides Use","352","Iceland","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","2","A","Official figure","Taken from Eurostat sales database"
"RP","Pesticides Use","356","India","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","40094","I","Value imputed by a receiving agency","Imputed value"
"RP","Pesticides Use","356","India","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","40094","I","Value imputed by a receiving agency","Imputed value"
"RP","Pesticides Use","356","India","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","40094","E","Estimated value","Estimated Value"
"RP","Pesticides Use","356","India","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","40094","E","Estimated value","Estimated Value"
"RP","Pesticides Use","360","Indonesia","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","213036","E","Estimated value","Estimated using pesticides per value of agricultural production"
"RP","Pesticides Use","360","Indonesia","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","283297","E","Estimated value","Estimated using pesticides per value of agricultural production"
"RP","Pesticides Use","360","Indonesia","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","294670","E","Estimated value","Estimated using pesticides per value of agricultural production"
"RP","Pesticides Use","360","Indonesia","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","294935","E","Estimated value","Estimated using pesticides per value of agricultural production"
"RP","Pesticides Use","364","Iran (Islamic Republic of)","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","5856","E","Estimated value","Estimated Value"
"RP","Pesticides Use","364","Iran (Islamic Republic of)","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","5856","I","Value imputed by a receiving agency","Imputed value"
"RP","Pesticides Use","364","Iran (Islamic Republic of)","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","5856","E","Estimated value","Estimated Value"
"RP","Pesticides Use","364","Iran (Islamic Republic of)","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","5856","E","Estimated value","Estimated Value"
"RP","Pesticides Use","368","Iraq","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","437","I","Value imputed by a receiving agency","Imputed value"
"RP","Pesticides Use","368","Iraq","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","514","A","Official figure","Official figure"
"RP","Pesticides Use","368","Iraq","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","576","E","Estimated value","Estimated Value"
"RP","Pesticides Use","368","Iraq","5157","Agricultural Use","1357","Pesticides (total)","2023","2023","t","576","E","Estimated value","Estimated Value"
"RP","Pesticides Use","372","Ireland","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","2910","X","Figure from external organization","Taken from Eurostat sales database"
"RP","Pesticides Use","372","Ireland","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","3091","X","Figure from external organization","Taken from Eurostat sales database"
"RP","Pesticides Use","372","Ireland","5157","Agricultural Use","1357","Pesticides (total)","2022","2022","t","2720","A","Official figure","Taken from Eurostat sales database"
